Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
JOSÉ ALCEU DA ROCHA & CIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JOSÉ ALMIR FERREIRA - ME,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
JOSE ANTONIO MARREGA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE APARECIDO ALVES 39963853820,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE APARECIDO O TAVORA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE CARLITO NOVATZKI,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JOSE CARLOS MIGUEL DA SILVA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE CARLOS MIGUEL SILVA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE DOMINGOS LINARES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSÉ EURIDES LANGNER,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE INACIO LOYOLA MARTINEZ DIAZ,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE ISIDIO DE SOUZA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JOSÉ MARIA DE JESUS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSÉ PAULO DE AGUIAR,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JOSÉ PAULO VANZO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSE REINALDO DA CRUZ,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
JOSMANTEC IND COM ART METAL PLAST L TDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSUE JOAQUIM DOS SANTOS & CIA LTDA,ND,ND,ND,ND,Desconhecida,piraquara,Piraquara
JOTA ELE CONSTRUCOES CIVIS S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JTEKT AUTOMOTIVA BRASIL LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JTR FARMACIA HOMEOPATICA E PRODUTOS NATURAIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JUAREZ BORTOLI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JUAREZ LOIOLA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JUCINEI MATUCHAKI - ME,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JULIANA MASUOKA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JULIANA MILES FIGUEIREDO DE LIMA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JULIANA YOKO MATUDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JULIANO BISPO DOS SANTOS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JULIANO DA CASTRO SANTOS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JULIATTO FOGIATTO COMPANHIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JULIO CESAR HOFMANN,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JULIO CEZAR FERREIRA BATISTA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JULIO STAMPA DISTRIBUIDOR DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JÚPTER COMÉRCIO DE PRESENTES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JUSCELINO OSSAMU FUJISAWA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JUSTIÇA FEDERAL DE PRIMEIRO GRAU -P,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JV MARKETPLACE JEWELLERY COMERCIO DE JOIAS E RELOGIOS LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
K & G AUTOMAÇAO COMERCIAL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
K & S ALIMENTOS S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
K ALIMENTOS - INDUSTRIA DE LATICINIOS LTDA,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
KABEL INDUSTRIA E COMERCIO DE CHICOTES ELETRICOS LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
KAIO MURILO DA SILVA ZILLI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KAISER & TOLEDO INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KALAY DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KALUNGA COMERCIO INDUSTRIA GRAFICA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KALVA E CIA LTDA ME,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
KAPAZI INDUSTRIA E COMERCIO DE CAPACHOS LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
KAPERSUL INDÚSTRIA E COMÉRCIO DE PAPÉIS LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
KAPERSUL INDÚSTRIA E COMÉRCIO DE PAPÉIS S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KARIMAS CONFEITARIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KARINE PATRICIA PICCOLI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KARLA KARINE BOOS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KASUL TRANSPORTES RODOVIARIOS DE CARGAS LTDA -EPP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KASVI IMP E DISTR DE PRODUTOS PARA LABORATORIOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KATI COMERCIAL ALIMENTÍCIO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KATOEN NATIE DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
KATOEN NATIE DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
KAVA SERVIÇOS DE ALIMENTAÇÃO LTDA - ME,ND,ND,ND,ND,Desconhecida,campo magro,Campo Magro
KDZ ALIMENTOS EIRELI ME,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KEIPER DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KEIPER TECNOLOGIA DE ASSENTOS AUTOMTIVOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KELPLAST IND E COM DE PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KEMELLY PANIFICADORA E CONFEITARIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KENDS GRILL RESTAURANTE LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KENJI INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KENYA GRESSIELY DE SOUZA SATO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KEOPS INDÚSTRIA GRÁFICA S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KEYTY ADMINISTRADORA DE BENS E PARTICIPAÇÕES LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KF COMERCIO DE RAÇÕES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
K-FORT-LINE COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KHARINA ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KHEMANI RESTAURANTE LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KIKA FERRAGENS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KILK COM REPRESENT COMERCIAL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KINDERHERZ INDUSTRIA E COMERCIO LTDA-ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KINGSPAN - ISOESTE CONSTRUTIVOS ISOTERMICOS S/A,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KLARIND´PROCESSO DE HIGIENE E LOCAÇÕES TEXTEIS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KLOECKNER METALS BRASIL LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
KLOECKNER METALS BRASIL S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KLUMPP COATINGS DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KM MULTIMODAL TRANSPORTADORA E LOGISTICA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KMIECIK REPRESENTACAO COMERCIAL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KNAPP SUDAMERICA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KNAPP SUDAMÉRICA LOGÍSTICA E AUTOMAÇÃO LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KOBRA EQUIPAMENTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KOGA AGRO DISTRIBUIDORA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KOLTUN & COLATUSSO LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
KOLTUN & COLATUSSO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KOM PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KOMATSU FOREST IND COM MAQ FLORESTA IS LT,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KONDUSTEC IND COM CHICOTES ELETRICOS LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
KONTINUER ENGENHARIA E INDUSTRIA S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KOVALSKI E KOSOWSKI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KOZIMAQ COM DE EQUIPAMENTOS PARA GASTRONOMIA LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KPL ADVISOR LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KR 2 - INDÚSTRIA E COMÉRCIO DE ALIMENTOS EIRELI - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KR 2 - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KUHLMANN MONITORAMENTO AGRÍCOLA LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
KUHN-MONTANA INDUSTRIA DE MAQUINAS S/A,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
KUSMA & CIA LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
KUSMA & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KWS MELHORAMENTOS E SEMENTES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
KYB-MANDO DO BRASIL FABRICANTE DE AUTOPEÇAS S.A.,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
L & F COMERCIO E INDUSTRIA DE MOVEIS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
L LARA & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
L S SERVICOS TECNICOS LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
L. SOUZA SILVA FERRAGENS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
L.F. TEDESCHINI - BALANCAS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LA FOOD INDUSTRY LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAB SOLUCOES TECNOLOGICAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABCONSER COM E ASSISTENCIA TECNICA DE EQUIPAMENTOS CIENTIFICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORAN ANALISES CLINICAS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LABORATORIO DE ANALISES CLINICA CABORACY KOSOP LTDA,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
LABORATORIO DE ANALISES CLINICAS DAS NACOES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORATÓRIO DE ANALISES CLINICAS SANTA CRUZ S/C LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORATORIO DE METROLOGIA LENZI LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LABORATORIO DE METROLOGIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LABORATORIO PRADO S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORATÓRIOS CALBOS LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORATUS EQUIPAMENTOS E MANUTENCAO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABORCLIN PROD PARA LABORATORIOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LABSTORE EQUIPAMENTOS PARA LABORATORIOS LTDA ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LABTHOL COMERCIAL CINETIFICA LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LACOZÍ ALIMENTOS LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LACTEC INSTITUTO TECN DESENVOLVIMEN TO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LADECOM - LABORATORIO DE PESQUISA E DESENVOLVIMENTO DE COSMETICOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LAERSION JORGE BADOTTI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAFORT MALHAS INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAJESMOR ARTEFATOS DE CIMENTO LTDA,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
LAMIEX INDUSTRIA DE PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LAMIGRAF DO BRASIL INDUSTRIA E COMERCIO DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LAMINADOS VALLIMPLAST FABRICACAO E COMERCIO DE PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,contenda,Contenda
LANCHONETE BUFFET VEROMAR LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LANDIS GYR EQUIPAMENTOS MEDICAO LTD A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LANGON COSMETICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LASERFLEX MATRIZES GRAFICAS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LATASA GARIMPEIRO URBANO SUL COMERCIO DE METAIS LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LATINEX IMPORTACAO E EXPORTACAO DE ALIMENTOS - LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LATINEX INTERNATIONAL IMPORTACAO E EXPORTACAO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAUDICÉIA BORGES DE BARROS GONÇALVES,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVANDERIA 6 ESTRELAS LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVANDERIA LAVA SETE LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVERDE SCOTINI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVITTA ENGENHARIA CIVIL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVOURA E PECUARIA IGARASHI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LAVRA IND. E COM. DE CÁLCARIO E PEDRA BRITA LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
LBM SUPER COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LC CARDOSO REPR COMERCIAIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LCDEX PERFURACAO E DESMONTE DE ROCHAS LTDA,ND,ND,ND,ND,Desconhecida,bocaiuva do sul,Bocaiúva do Sul
LCL IND E COM DE BALANÇAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEADEC SERVIÇOS INDUSTRIAIS DO BRAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEANDRO DE OLIVEIRA FERREIRA KITUTIS PANIFICADORA E CONFEITARIA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEANDRO FERNANDES ALVES,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEÃO ALIMENTOS E BEBIDAS LTDA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
LEÃO ENGENHARIA S.A.,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
LEÃO JUNIOR S A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEAX DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LECLAIR INDUSTRIA E COMERCIO DE PERFUMES E COSMETICOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LEDA REGINA CAVALIN,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEGEND SERVICOS EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEGRAND BRASIL LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
LENINE E TONIOLO - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LENIRO ANTONIO BATISTA DE CASTRO,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
LEO FRANCISCO LEONE JUNIOR,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEOGAP INDUSTRIA COMERCIO MAQUINAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEONARDO CERQUEIRA & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEONARDO DE CARVALHO RAMOS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEONARDO SILVESTRI SZYMCZAK,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEONILDO CELINO MARTINS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LEPEL COMÉRCIO E SERVIÇOS DE ALIMENTAÇÃO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LETICIA SANTANNA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LETSKUK COMERCIO DE ALIMENTOS EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LEVAPAN DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LEVE MASSAS COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LG ELECTRONICS DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
LHK COMERCIO E ASSISTENCIA TECNICA LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
LIBENDER LABORATÓRIO DE MANIPULAÇÃO IND E COM DE COSMETICOS LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LICIANE FERRO STIVAL PET SHOP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIDIA BOGADO DE ALMEIDA - LIVROS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIEGI COMERCIAL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIFTPAR MANUTENÇÃO E MONTAGEM DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIGA PARANAENSE DE COMBATE AO CANCER,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIGGA TELECOMUNICACOES S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIGURIA INDÚSTRIA E COMERCIO DE ALIMENTOS LTDA - EPP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LILIAN TRAVINSKI FERRAZ,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LIMNOBRAS LABORATORIO DE ANALISES LIMNOLOGICAS LTDA EPP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LINARES AGROPECUARIA LTDA ME,ND,ND,ND,ND,Desconhecida,colombo,Colombo
LINCK SA EQUIP RODOVIARIOS E INDUST RIAIS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LINDT & SPRUNGLI (BRAZIL) COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
LINDT & SPRUNGLI (BRAZIL) COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LINDT & SPRUNGLI (BRAZIL) COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LINDT & SPRUNGLI (BRAZIL) COMERCIO DE ALIMENTOS S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LIQUIGAS DISTRIBUIDORA S/A,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LISECKI INDUSTRIA DE PEÇAS METALMECANICA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
"LOBSTER IMPORTACAO, EXPORTACAO, SUPRIMENTOS E SERVICOS LTDA",ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LOC SOLUTION - LOCACAO DE EQUIPAMENTOS P CLASSIFICACAO DE GRA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LOCAL EXPRESS TRANSP. E LOGISTICA L TDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LOEWEN ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LOGIBRAS INDUSTRIA COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LOGISTICA GESTAO AMBIENTAL EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LOIZEL DE OLIVEIRA,ND,ND,ND,ND,Desconhecida,cerro azul,Cerro Azul
LOJAS COLOMBO SA COM DE UTIL DOMESTICAS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LONK INDÚSTRIA DE MATRIZES E MOLDES LTDA.,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LOPES & JANINSKI MANUTENCAO MECANICA LTDA-ME,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LORE METAIS LTDA - EPP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LORENE IMPORTACAO E EXPORTACAO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LORNI COMÉRCIO DE SUCATAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LOTUS TINTAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LOURDES DA A.M. FERNANDES SOLUCOES EM INF. LOC. MAQ E EQUIP. - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LR PUGAS SUPERMERCADO,ND,ND,ND,ND,Desconhecida,colombo,Colombo
LTJ AUTOMACAO INDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
LUANE COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUBRITAM AMBIENTAL LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LUCÉLIA CANTERI,ND,ND,ND,ND,Desconhecida,tijucas do sul,Tijucas do Sul
LUCELIA CANTERI & CIA LTDA,ND,ND,ND,ND,Desconhecida,tijucas do sul,Tijucas do Sul
LUCELIA ROCHA DE LIMA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUCENI CORNELIAN - AÇOUGUE E MERCEARIA - ME,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
LUCI TEREZINHA KUPKA GARRETT ANDRAD,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
LUCIANA RODRIGUES DOS SANTOS MENEZES,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
LUCIANE CARLA T BEIRA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUCIANO GULIN,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
LUCIANO RAICOSKE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUCILEIA ALVES DOS SANTOS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUCY ARTECHE EQUIPAMENTOS ELETRICOS LTDA.,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LUERSEN SERVICOS DE ALIMENTACAO - EIRELI - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIS ALFREDO GRANEMANN,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIS CARLOS PASTORIO,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
LUIS FERNANDO PADILHA DA SILVA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
LUIS RENATO CONCEIÇÃO,ND,ND,ND,ND,Desconhecida,colombo,Colombo
LUIZ ALBERTO FONTANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ ALBERTO FONTANA LANCHONETE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ ANTONIO BIASI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ CARLOS CARDOSO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ CARLOS HAUS,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
LUIZ CARLOS PASTRO,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LUIZ CESAR RIBEIRO,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
LUIZ CESAR ZANIOLO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ FERNANDES AZEVEDO CAMPOS ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ FERNANDO GONÇALVES,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
LUIZ FERNANDO TEDESCHI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
